id;Active (0/1);Name*;Categories (x,y,z,...);Price tax excl. Or Price tax excl;Tax rules id;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyy-mm-dd);Discount to (yyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Weight;Quantity;Short description;Description;Tags (x,y,z,...);Meta-title;Meta-keywords;Meta-description;URL rewritten;Text when in-stock;Text if back-order allowed;Image URLs (x,y,z,...);Feature;Only available online
;1;CHEF`S CHOICE RICE STICK 375G;Home;5.75;;;;;;;;;;;;093856998935;;;;;;;;;;;;In stock;;;;
;1;CHEF`S CHOICE RICE VERMICELLI 454G;Home;7;;;;;;;;;;;;093856996962;;;;;;;;;;;;In stock;;;;
;1;CHEF`S CHOICE CHINESE NOODLES 400G;Home;8.25;;;;;;;;;;;;093856991189;;;;;;;;;;;;In stock;;;;
;1;LUX HANDWASH SWEET EMBRACE 250ML;Home;10;;;;;;;;;;;;6281006481138;;;;;;;;;;;;In stock;;;;
;1;SPRITE NRBS 250ML;Home;1.5;;;;;;;;;;;;90495816;;;;;;;;;;;;In stock;;;;
;1;ARIEL MICRO BOOSTERS 1.5KG;Home;24.75;;;;;;;;;;;;4015600296599;;;;;;;;;;;;In stock;;;;
;1;FAIRY CHAMOMILE 750ML;Home;12;;;;;;;;;;;;5413149978744;;;;;;;;;;;;In stock;;;;
;1;REGINA MUTTON BIRYANI;Home;16;;;;;;;;;;;;6291105350761;;;;;;;;;;;;In stock;;;;
;1;LIPTON GREEN TEA CLASSIC 100 TEA BAGS;Home;17.5;;;;;;;;;;;;6281006857810;;;;;;;;;;;;In stock;;;;
;1;MAZAYA TWO APPLE MOLASSES 250G;Home;17;;;;;;;;;;;;6253345300685;;;;;;;;;;;;In stock;;;;
;1;MAZAYA MINT MOLASSES 250G;Home;17;;;;;;;;;;;;6253345300623;;;;;;;;;;;;In stock;;;;
;1;MAZAYA TWO APPLE MOLASSES 50G;Home;4;;;;;;;;;;;;6253345300081;;;;;;;;;;;;In stock;;;;
;1;MAZAYA MINT MOLASSES 50G;Home;4;;;;;;;;;;;;6253345300029;;;;;;;;;;;;In stock;;;;
;1;MAZAYA GRAPE 250G;Home;17;;;;;;;;;;;;6253345300630;;;;;;;;;;;;In stock;;;;
;1;LIBBYS TROPICAL NECTAR 250ML;Home;2.25;;;;;;;;;;;;788930110128;;;;;;;;;;;;In stock;;;;
